P3,P6p4,P11p3,P16p2,P19p2,H5p2,H15p1,H40p4,price
0.004889,0.010644,0.501772,0.547021,0.00399,0.093023,0.589325,0.208333,66600
0.000792,0.016723,0.568332,0.652279,0.038065,0.188119,0.767928,0.157895,101300
0.000259,0,0.359061,0.61387,0.060274,0.05102,0.51917,0.6,16200
0.000125,0.002381,0.449072,0.598185,0.358757,0.068965,0.629365,1,33900
0.00017,0.003241,0.527474,0.8128,0.037422,0.25,0.636916,0,50200
0.000944,0.00285,0.444993,0.557004,0.001502,0.106061,0.656195,0.714286,46500
0.000165,0.000848,0.476782,0.769875,0,0.1,0.59603,1,32100
0.000275,0.001184,0.418335,0.561649,0,0.12963,0.687107,0.928571,15400
0.000027,0,0.35516,0.32209,0,0.5,0.595238,0.857143,14999
0.00003,0,0.421537,0.74204,0.151163,0.125,0.590476,0,35600
0.00036,0.005198,0.431791,0.420154,0.019704,0.038819,0.559292,0.802817,100500
0.000013,0,0.320744,0.431164,0,0.111111,0.466667,1,14999
0.000369,0,0.352291,0.62053,0.470249,0.278571,0.576528,0.846154,24900
0.000105,0.001761,0.375298,0.522677,0,0.155963,0.535361,0.588235,34200
0.000118,0,0.478097,0.7429,0.99403,0.133333,0.562222,1,31700
0.000423,0.007267,0.429575,0.601409,0.000837,0.204301,0.664822,0.631579,42100
0.000054,0.008115,0.090235,0.607654,0.300654,0,0.655914,0,36300
0.000028,0,0.388983,0.570514,0.506329,0.25,0.551786,1,14999
0.000052,0,0.371293,0.570847,0,0.1,0.531746,1,17500
0.000008,0,0.446342,0.546095,0,0.222222,0.585,1,14999
0.000005,0,0.470529,0.673756,0,0,0.557143,0,45000
0.001571,0.010434,0.496594,0.889239,0.002483,0.685393,0.749845,0.606557,81300
0.000011,0,0.364319,0.169561,0,0.230769,0.478261,0.666667,14999
0.002145,0.01172,0.51847,0.853541,0.001322,0.390625,0.721727,0.4,169400
0.001286,0.212556,0.496076,0.826531,0.00524,0.447853,0.847205,0.506849,500001
0.000088,0.010925,0.608819,0.645047,0,0.227273,0.735377,0.8,113700
0.000011,0,0.532068,0.452752,0,0.25,0.523077,1,14999
0.001416,0.001879,0.412157,0.601058,0.409364,0.190065,0.613847,0.613636,27200
0.000029,0,0.414795,0.63838,0.108434,0.105263,0.585455,0.5,24000
0.000116,0.011492,0.537188,0.590206,0.003049,0.000844,0.338608,1,91700
0.000201,0.0039,0.484397,0.786709,0.001757,0,0.685412,0,66900
0.000127,0,0.464134,0.631836,0,0.028571,0.608654,0,22500
0.000012,0,0.438681,0.62715,0,0,0.628571,0,14999
0.001476,0.011243,0.473362,0.665134,0.157136,0.190385,0.624699,0.30303,58800
0.000016,0.038223,0.386928,0.555753,0,0,0.57907,0,14999
0.000602,0.006343,0.409413,0.491997,0.002356,0.126437,0.628986,0.272727,32100
0.002038,0.002566,0.422207,0.580754,0.37661,0.167702,0.573798,0.5,27600
0.000146,0.003123,0.436357,0.62399,0,0.173913,0.7184,0.75,40300
0.000128,0.002417,0.524154,0.705212,0,0.208333,0.569831,0.6,30700
0.00006,0,0.41422,0.652521,0,0.375,0.540601,0.833333,19100
0.000026,0,0.323763,0.686806,0.013333,0.375,0.610145,1,14999
0.002666,0.005152,0.454866,0.486376,0.002926,0.107965,0.662749,0.409836,78800
0.000037,0.03898,0.488459,0.655289,0.018868,0.030303,0.525455,0,125000
0.000671,0.037577,0.45057,0.773078,0.084567,0.189781,0.539675,0.692308,32800
0.000158,0.001926,0.450511,0.646752,0,0,0.633799,0,32500
0.003872,0.040581,0.446173,0.549151,0.018318,0.080028,0.518695,0.249275,86000
0.005621,0.009107,0.388259,0.578785,0.032114,0.056232,0.628284,0.45,93800
0.00014,0.015866,0.449912,0.614439,0.017677,0.11579,0.66,0.727273,100500
0.000639,0.081573,0.543513,0.828559,0.007761,0.388889,0.704496,0.142857,118800
0.000038,0,0.387188,0.621923,0.962617,0,0.565,0,14999
0.000297,0.004047,0.434679,0.541159,0,0.118812,0.579124,0.583333,20800
0.000024,0,0.374053,0.565008,0,0,0.488136,0,16600
0.000015,0,0.516974,0.495805,0,0.416667,0.506667,0.8,14999
0.000722,0.003586,0.498632,0.727223,0.002453,0.176923,0.585839,0.652174,27800
0.000056,0.001707,0.321366,0.727442,0,0,0.519231,0,14999
0.000203,0.00215,0.406435,0.662349,0,0.131579,0.583656,0.2,35800
0.000147,0.004459,0.399708,0.606935,0.004819,0.171875,0.533808,0.727273,21800
0.000136,0.001853,0.429132,0.68735,0,0.125,0.577441,0.4,41700
0.000312,0.001546,0.41753,0.552156,0,0.222222,0.613175,0.5,32800
0.000256,0.006128,0.402321,0.487395,0.037344,0.039474,0.623511,1,18000
0.000145,0.001095,0.501835,0.652219,0.180929,0.166667,0.557143,0.571429,34000
0.000689,0.015013,0.440343,0.608642,0.009259,0.269663,0.697674,0.416667,83400
0.000052,0,0.452777,0.693462,0.04698,0.384615,0.648649,0.2,37200
0.000018,0.0086,0.515116,0.744122,0,0,0.616667,0,36300
0.000031,0,0.465805,0.673756,0,1,0.654839,1,36900
0.000388,0.002977,0.458042,0.540401,0.006387,0.04918,0.619569,0.666667,35400
0.000008,0,0.524521,0.71631,0,0.666667,0.542857,0,18800
0.000311,0.001026,0.398489,0.581872,0.00114,0.115385,0.615017,0.833333,28500
0.000305,0.001885,0.504455,0.711691,0,0.164706,0.520304,0.285714,55400
0.000017,0,0.353789,0.467357,0,0.214286,0.582051,1,14999
0.001925,0.077099,0.509058,0.67015,0.016212,0.329787,0.74483,0.370968,314800
0.000176,0,0.321214,0.462811,0,0.2,0.619608,0.428571,14999
0.000314,0.000936,0.453409,0.638079,0,0.173913,0.594118,0.5,60300
0.000144,0.001144,0.41488,0.592796,0.004914,0.181818,0.564746,0.5,21700
0.000356,0.018281,0.435214,0.347512,0.028827,0.156863,0.555257,0.375,128200
0.00034,0.000874,0.416036,0.652006,0.033333,0.126437,0.634277,0.818182,30300
0.000366,0.002755,0.472853,0.628234,0.971899,0.282609,0.679016,0.692308,62200
0.006232,0.033354,0.440136,0.547729,0.020942,0.069409,0.616929,0.679012,101400
0.000084,0.109549,0.377971,0.99454,0.041841,0,0.58,0,47500
0.000231,0.00068,0.429177,0.600314,0,0.138461,0.572301,0.888889,17600
0.012232,0.034563,0.549188,0.587863,0.014672,0.169555,0.689279,0.368889,82600
0.003006,0.02421,0.51676,0.461534,0.061475,0.063545,0.602561,0.210526,81500
0.000054,0,0.387676,0.673756,0,0.25,0.604717,0.5,39300
0.00023,0.011193,0.539162,0.712905,0.013846,0.037037,0.633394,0.571429,57600
0.000032,0,0.466848,0.681006,0,0.333333,0.559155,0.5,24500
0.000776,0.003565,0.383174,0.469425,0.000457,0.128713,0.623022,0.538462,32000
0.000028,0,0.472736,0.710005,0.17284,0,0.607246,0,30600
0.000148,0.002997,0.453196,0.624467,0,0.018018,0.550166,0.666667,34500
0.000001,0,0.366028,0.739005,0,0,0.425,0,14999
0.006435,0.009052,0.424404,0.459425,0.238426,0.114365,0.561823,0.439353,43900
0.000002,0,0.38867,0.673756,0,0,0.725,0,116700
0.000742,0.000661,0.464735,0.618862,0.00717,0.224719,0.570793,0.35,36000
0.000019,0,0.619152,0.596644,0.036364,0.02583,0.605405,0.714286,75800
0.000065,0.002524,0.443102,0.64025,0.027027,0.285714,0.6,0.5,37200
0.000078,0.003123,0.319985,0.627993,0.542986,0.041667,0.589677,1,23900
0.000295,0.049263,0.123383,0.311437,0.015625,0.216216,0.779268,0.5,67000
0.000026,0.010304,0.499166,0.773804,0,0.333333,0.584722,1,46000
0.000107,0.001586,0.375663,0.504712,0,0.407407,0.607407,1,14999
0.00006,0,0.416198,0.618428,0.093567,0.111111,0.566923,1,22400
0.000243,0,0.36882,0.52823,0,0.133333,0.542572,0.5,14999
0.00016,0.003855,0.392886,0.561159,0.011062,0.074074,0.58179,0.5,24500
0.000027,0,0.437671,0.639415,0.013158,0.2,0.540299,0,14999
0.000099,0,0.381077,0.518235,0.107527,0.15,0.502703,0.666667,16400
0.000115,0,0.42939,0.61453,0.021538,0.140351,0.549421,0.625,14999
0.002382,0.001857,0.420829,0.604894,0.477821,0.165021,0.612343,0.57265,29000
0.000271,0.010449,0.492607,0.744122,0.010457,0.158537,0.673676,0.538462,127300
0.000183,0.00279,0.449476,0.722882,0,0.166667,0.639086,0,59100
0.000084,0.006988,0.458293,0.677851,0,0.357143,0.551497,0.6,22400
0.003803,0.066436,0.503718,0.719336,0.015109,0.237624,0.651496,0.375,103500
0.000103,0,0.420962,0.766808,0,0.416667,0.624664,0.6,38500
0.000015,0,0.419754,0.644097,0,0.333333,0.57,1,14999
0.002136,0.01436,0.511038,0.562697,0.020259,0.069474,0.609471,0.333333,54400
0.000215,0.006413,0.523438,0.718829,0.003289,0.263158,0.538788,0.6,30700
0.000181,0.002422,0.409906,0.690388,0.233333,0.071429,0.55949,0,26300
0.003338,0.03496,0.508095,0.642598,0.017635,0.260479,0.70697,0.344828,126800
0.000144,0.001178,0.418231,0.538289,0.316953,0.142857,0.688652,0.888889,36600
0.000043,0,0.386226,0.536248,0.190083,0.130435,0.554082,1,17800
0.000064,0,0.465635,0.663001,0.005495,0.071429,0.583803,1,18300
0.000416,0.00386,0.419067,0.608396,0.005968,0.191589,0.555272,0.512195,21800
0.000037,0.007737,0.285489,0.569112,0,0.166667,0.613043,0,30600
0.000077,0,0.399688,0.585054,0,0.166667,0.531818,0.555556,14999
0.000033,0,0.411509,0.57904,0,0.25,0.622059,1,14999
0.000019,0,0.487521,0.54919,0,0.454545,0.534884,0.7,14999
0.001091,0.009691,0.473736,0.694219,0.00195,0.390244,0.642506,0.625,153100
0.000027,0.007873,0.357099,0.830523,0,0.142857,0.627778,1,47300
0.000438,0.009151,0.53629,0.431517,0.002429,0.080808,0.541715,0.375,41000
0.000172,0.000977,0.389145,0.484454,0.841564,0.04717,0.548571,0.6,14999
0.000127,0,0.411945,0.756453,0,0.059701,0.540972,0.75,25900
0.000222,0.003697,0.433594,0.605182,0.001592,0.262295,0.598448,0.6875,16300
0.000485,0.000333,0.408638,0.549121,0,0.19883,0.588521,0.529412,21500
0.000671,0.005542,0.405904,0.566616,0.000528,0.141414,0.641291,0.357143,31000
0.000154,0.018196,0.440873,0.619881,0,0.153846,0.660991,0.75,25100
0.000186,0.0052,0.491137,0.637092,0,0.155556,0.615341,0.714286,37000
0.000016,0,0.468671,0.777876,0,0,0.6875,0,67500
0.000199,0.002304,0.46182,0.644097,0,0.153846,0.620233,1,31500
0.000003,0,0.796223,0.217014,0,0.098039,0.566667,1,26300
0.000015,0,0.417009,0.79239,0,0.1,0.59,1,14999
0.000715,0.004879,0.390315,0.50376,0.000992,0.126263,0.676017,0.88,20100
0.000059,0,0.491693,0.622658,0,0.076923,0.511607,1,52000
0.000142,0,0.331096,0.425811,0,0.133333,0.569753,0.833333,14999
0.000034,0,0.441319,0.677119,0,0,0.555128,0,14999
0.002033,0.007598,0.424008,0.540572,0.092289,0.165812,0.578963,0.56701,24400
0.000061,0.004235,0.351619,0.653012,0,0.133333,0.594118,0.5,14999
0.000388,0.004173,0.478705,0.512125,0.000914,0.04,0.652144,0,90300
0.000124,0,0.443672,0.64039,0,0.090909,0.602509,0.666667,19100
0.000057,0.006011,0.500418,0.647737,0.07362,0.185185,0.604615,0.8,55600
0.000179,0.001691,0.439331,0.695075,0.00198,0.1875,0.5375,0.5,38600
0.001176,0.002408,0.422128,0.567761,0.013864,0.154206,0.626912,0.393939,25700
0.002678,0.024593,0.365951,0.420356,0.020924,0.111857,0.582346,0.6,20300
0.000058,0,0.406661,0.490741,0,0.215686,0.52,0.454545,20900
0.000008,0,0.657856,0.673756,0.166667,0,0.666667,0,109400
0.00018,0,0.432164,0.707726,0.18664,0.154762,0.575656,0.923077,18100
0.000188,0.008441,0.537528,0.768987,0.016949,0.216216,0.662393,0.166667,82100
0.000035,0,0.466475,0.638225,0.009901,0.1,0.626389,0,20400
0.000508,0.007341,0.450283,0.747747,0.00628,0.307692,0.664993,0.875,101500
0.000325,0.000465,0.373864,0.596825,0.335153,0.12844,0.575481,0.857143,23100
0.000301,0.065824,0.216967,0.575231,0,0.065217,0.721887,0.666667,38400
0.000328,0.003578,0.52655,0.853278,0.005405,0.588235,0.675648,0.3,63300
0.000072,0.00485,0.424769,0.509838,0,0.3,0.634074,0.666667,30800
0.001074,0.009625,0.373263,0.646605,0.003302,0.235602,0.656481,0.677778,42900
0.000021,0,0.40358,0.690345,0,0.142857,0.610417,0,16000
0.003309,0.0292,0.496898,0.829518,0.038474,0.322917,0.674965,0.354839,69200
0.000659,0.007615,0.463618,0.789996,0.002691,0.380952,0.658655,0.125,52600
0.000055,0.002349,0.468011,0.749043,0,0.272727,0.612598,0.333333,26400
0.000372,0.044568,0.408272,0.598946,0.000951,0.057692,0.615247,0.666667,39700
0.000197,0.005129,0.440808,0.584567,0.131295,0.119048,0.570552,0.2,32900
0.000031,0,0.479774,0.59961,0,0.5,0.548052,1,14999
0.000005,0,0.385716,0.813575,0,0,0.65,0,14999
0.00008,0,0.438542,0.711289,0,0,0.539899,0,20300
0.000041,0.006655,0.463064,0.646108,0,0.5,0.592157,0.5,43600
0.000225,0,0.4892,0.714793,0.001572,0.170732,0.554472,0.714286,36700
0.000252,0.003564,0.45082,0.660449,0.001406,0.082645,0.623852,0.7,22600
0.00329,0.014406,0.477788,0.50353,0.002156,0.228916,0.703108,0.336842,93900
0.007205,0.003588,0.436151,0.57049,0.183863,0.148199,0.617061,0.605505,31900
0.00072,0.06386,0.518673,0.420724,0.028543,0.15,0.511111,0.133333,177600
0.000089,0.004156,0.501711,0.808396,0,0.3125,0.617872,0.4,79800
0.007701,0.005521,0.448524,0.567733,0.319317,0.107256,0.607261,0.511765,32500
0.000035,0,0.438939,0.676986,0,0.333333,0.547436,0.333333,37500
0.000605,0.053699,0.48975,0.62846,0.005858,0.157407,0.59686,0.117647,70600
0.000038,0,0.42532,0.64959,0,0.259259,0.602174,0.857143,14999
0.00085,0.00477,0.498243,0.71974,0.005004,0.15942,0.52631,0.545454,32800
0.000154,0.004041,0.473618,0.514009,0.018391,0.101744,0.489373,0.257143,72000
0.000012,0,0.450752,0.654565,0,0.166667,0.510345,1,14999
0.000001,0,0.63773,0.739005,0,0,0.54,0,14999
0.000092,0,0.45264,0.739005,0.003846,0.294118,0.565,0.8,31800
0.001206,0.009696,0.395603,0.755509,0.001177,0.179688,0.541213,0.26087,158200
0.000015,0,0.445505,0.466146,0,0.5,0.607692,1,14999
0.000092,0.001845,0.418933,0.503105,0.176923,0.233333,0.622346,0.714286,34000
0.000406,0.003793,0.471138,0.516465,0.001744,0.088889,0.631541,0.125,35800
0.000325,0.003436,0.41652,0.554086,0.004367,0.073171,0.693416,0.333333,36300
0.000611,0.004501,0.479114,0.591486,0.001159,0.097222,0.611719,0.285714,51700
0.002505,0.029547,0.503276,0.684611,0.006513,0.282258,0.643643,0.085714,137100
0.000037,0.025294,0.291853,0.465581,0,0.375,0.550602,0.777778,14999
0.003373,0.044845,0.444566,0.737413,0.011249,0.317647,0.62748,0.407407,191200
0.000056,0,0.446231,0.461697,0,0.666667,0.583846,0.25,24200
0.00007,0.00225,0.411767,0.626213,0,0.109589,0.532704,1,21900
0.001801,0.018821,0.540489,0.518598,0.033661,0.129371,0.634701,0.351351,62900
0.000282,0.001814,0.368134,0.510429,0,0.285714,0.615081,0.75,22100
0.000267,0.008789,0.489632,0.556343,0.010624,0.282051,0.714192,0.454545,66100
0.000119,0.013262,0.42372,0.588311,0,0.0625,0.553769,1,32800
0.000098,0,0.389537,0.579193,0,0.153846,0.614976,0.833333,25100
0.001414,0.005606,0.539137,0.822272,0.019062,0.462264,0.683361,0.306122,76400
0.000531,0.048988,0.472292,0.407225,0.00334,0.131313,0.564212,0.076923,104200
0.000024,0,0.46214,0.757647,0,0,0.560345,0,27500
0.000174,0,0.380046,0.495019,0,0.041667,0.566406,1,27500
0.003484,0.004389,0.3176,0.51364,0.002138,0.157467,0.500612,0.483696,40300
0.000427,0.019534,0.643252,0.50874,0.007463,0.094225,0.698471,0.774193,138300
0.000106,0.002684,0.523787,0.748543,0,0.166667,0.695833,1,76400
0.000109,0,0.501361,0.805732,0,0.454545,0.573626,0.6,39700
0.002603,0.121551,0.486475,0.696021,0.009808,0.2,0.584052,0.192308,164600
0.000131,0.012511,0.580976,0.858922,0,0.5,0.794293,0.666667,149000
0.00001,0,0.426955,0.440725,0.285714,0.285714,0.51,0,14999
0.00011,0,0.383431,0.559413,0.221865,0.033333,0.580087,1,19800
0.000037,0,0.458515,0.704534,0,0.333333,0.549412,0.5,16600
0.000054,0,0.355497,0.522362,0,0.114754,0.51913,0.857143,14999
0.000106,0,0.454453,0.605472,0,0.241379,0.614545,0.5,19700
0.000117,0.005076,0.341253,0.567628,0.346386,0.016129,0.547027,1,17600
0.000206,0.001412,0.426406,0.71748,0,0,0.627805,0,38800
0.000028,0.006177,0.483615,0.669626,0.025316,0.031447,0.547692,1,46000
0.002496,0.005086,0.382095,0.559446,0.530122,0.085868,0.609578,0.5625,31800
0.000006,0,0.487354,0.782504,0,0.25,0.66875,0,25800
0.000825,0.004707,0.476728,0.631154,0.001718,0.223022,0.545521,0.709677,26400
0.000073,0,0.464736,0.697397,0,0.156863,0.565854,0.5,29600
0.000392,0.001789,0.484852,0.509896,0.000905,0.267606,0.686572,0.342105,198800
0.083954,0.13171,0.525132,0.31784,0.083236,0.135848,0.625503,0.244179,94100
0.000058,0.004958,0.424063,0.683642,0.012121,0,0.611966,0,41200
0.000059,0,0.398842,0.658221,0,0.095238,0.506087,1,19500
0.000015,0,0.345696,0.81791,0.023256,0.088235,0.407895,1,27400
0.003103,0.017268,0.37343,0.377859,0.002057,0.106557,0.654419,0.307692,57000
0.001662,0.007831,0.508689,0.59397,0.569782,0.180904,0.593082,0.416667,48300
0.000053,0,0.454283,0.749375,0,0.2,0.599225,1,44700
0.003721,0.020532,0.481822,0.559162,0.05948,0.27428,0.633201,0.33463,55000
0.000013,0,0.406365,0.698852,0,0,0.60303,0,14999
0.000875,0.003711,0.431346,0.50634,0.001215,0.185567,0.63172,0.555556,20400
0.000046,0.015747,0.491802,0.711112,0.007634,0.166667,0.616822,0,24200
0.000077,0,0.380503,0.684184,0.684932,0.111111,0.565116,0.5,17100
0.00015,0,0.466145,0.632879,0.002364,0.133333,0.711071,1,53000
0.00096,0.011057,0.406833,0.672189,0.039897,0.117207,0.570677,0.638298,36400
0.002019,0.047002,0.475959,0.776467,0.018447,0.24,0.642566,0.047619,108200
0.00032,0.002478,0.419983,0.573206,0.001109,0.109589,0.603654,0.25,33100
0.000016,0,0.414068,0.594008,0,0.047619,0.507895,0,14999
0.001213,0.010139,0.487726,0.630638,0.033041,0.144231,0.634743,0.4,81800
0.000166,0.00504,0.41536,0.691804,0.004255,0.2,0.643122,0.5,32100
0.000076,0,0.335552,0.44508,0,0.08,0.564706,1,16300
0.000142,0.011494,0.400731,0.638772,0,0.538462,0.553061,0.857143,25600
0.000235,0.032325,0.486393,0.694915,0,0.125,0.561477,0.375,160800
0.000155,0.001367,0.351634,0.18775,0.002288,0.028571,0.662595,1,18100
0.003584,0.111862,0.580988,0.514557,0.014646,0.232558,0.653293,0.38,329300
0.002486,0.007452,0.413132,0.55725,0.009416,0.130531,0.628634,0.389831,34000
0.031736,0.029167,0.399367,0.535664,0.363307,0.127747,0.637424,0.469646,60700
0.000098,0,0.414795,0.517726,0,0.019048,0.549738,0,69600
0.003251,0.012434,0.467693,0.622615,0.037962,0.472727,0.742697,0.416667,221600
0.000749,0.110123,0.46583,0.690732,0.061022,0.126582,0.637297,0.2,61600
0.000007,0,0.44452,0.502866,0,0,0.49375,0,14999
0.000022,0.007873,0.364752,0.536944,0,0.125,0.567241,1,14999
0.000045,0,0.417313,0.62278,0.21875,0.272727,0.528846,0.333333,21400
0.00001,0,0.430719,0.521509,0,0,0.544,0,26900
0.000652,0.004608,0.412366,0.604037,0.129962,0.251497,0.598154,0.690476,31600
0.000368,0.00294,0.456595,0.647066,0.010587,0.061539,0.571674,0.75,28500
0.000194,0.004227,0.454198,0.719513,0.003643,0.066667,0.566242,0,54100
0.000537,0.003924,0.41057,0.662566,0.003298,0.233645,0.577179,0.48,50200
0.000275,0.001193,0.378635,0.581264,0.252577,0.09434,0.584545,0.8,22900
0.000566,0.012693,0.410262,0.606708,0,0.090909,0.676202,0.444444,82700
0.000072,0,0.416885,0.646435,0,0.042253,0.507914,0,15800
0.000018,0,0.47169,0.795298,0,0.214286,0.495122,0.666667,27200
0.000067,0,0.501485,0.512351,0.021053,0.125,0.556034,0,47800
0.000011,0,0.378966,0.747424,0,0.666667,0.524,0,15000
0.000033,0,0.42386,0.601639,0.273684,0,0.549333,0,23300
0.000048,0,0.450126,0.594008,0,0.166667,0.617391,0,21900
0.000043,0,0.453156,0.614925,0.032787,0,0.656452,0,64700
0.000247,0.008838,0.34437,0.669082,0.475645,0.016393,0.506024,0.5,14999
0.000023,0,0.513796,0.518163,0.138461,0.538462,0.617857,0.142857,21300
0.00104,0.011816,0.487266,0.790367,0.009209,0.243243,0.63366,0.111111,80700
0.000022,0.006425,0.469087,0.592195,0,0.125,0.617021,1,34200
0.000056,0,0.363941,0.603552,0,0,0.598851,0,30000
0.000198,0,0.41934,0.548637,0,0.174194,0.557562,0.814815,18800
0.000334,0.000509,0.382641,0.517034,0,0.19079,0.638047,0.689655,21100
0.000008,0,0.534225,0.205667,0,0.5,0.547059,0.666667,15000
0.003666,0.008637,0.390949,0.547292,0.028055,0.180373,0.570356,0.628352,27100
0.007603,0.00715,0.429891,0.583737,0.004058,0.132979,0.63176,0.544,38800
0.012399,0.033692,0.486456,0.672991,0.093741,0.237311,0.581124,0.62262,51400
0.000071,0,0.412791,0.584485,0,0,0.568862,0,28800
0.000707,0.000277,0.361454,0.876901,0.000502,0.023333,0.488079,0.428571,16800
0.000362,0.0105,0.55696,0.738495,0.00391,0.214286,0.603425,0.333333,88500
0.000033,0,0.449476,0.611284,0,0,0.614286,0,20300
0.000165,0.043524,0.40415,0.650702,0.098501,0.065421,0.536744,0.285714,41800
0.001677,0.003059,0.442671,0.605941,0.001269,0.132597,0.594286,0.291667,39900
0.002786,0.012871,0.502684,0.672219,0.000509,0.254464,0.611256,0.087719,64500
0.00019,0.009764,0.453273,0.496026,0.029851,0.050725,0.475862,0.5,53600
0.000194,0.003871,0.434769,0.669596,0.001821,0.396552,0.539362,0.869565,35200
0.000095,0.025555,0.408983,0.840503,0,0.083333,0.543312,1,111400
0.000066,0,0.465105,0.623162,0,0.111111,0.650781,0.5,20400
0.001526,0.011017,0.42634,0.726513,0.026487,0.128405,0.500781,0.651515,30000
0.000041,0.003752,0.460242,0.612931,0.008475,0.055556,0.543678,1,17700
0.000046,0.003005,0.433223,0.688813,0,0,0.633929,0,32100
0.000214,0.017502,0.382077,0.585173,0.001656,0.283951,0.574771,0.73913,27900
0.00002,0,0.395167,0.496325,0,0.105263,0.585714,0.5,14999
0.008862,0.004581,0.460125,0.570648,0.190699,0.175044,0.589865,0.443325,39600
0.000705,0.003603,0.417085,0.595392,0.011558,0.129032,0.571307,0.625,28900
0.000287,0.013833,0.412652,0.684228,0.001235,0.02809,0.522433,1,27500
0.000635,0.006405,0.44586,0.657544,0.002792,0.150794,0.674733,0.368421,56500
0.000334,0.00192,0.402698,0.618056,0.00106,0.15126,0.59837,0.611111,23800
0.000202,0.001431,0.419395,0.634332,0,0.166667,0.595652,0.833333,32000
0.000188,0.151906,0.344904,0.823387,0.003759,0,0.505051,0,45500
0.000746,0.008521,0.500222,0.728957,0.004753,0.230769,0.681681,0.444444,95700
0.000011,0,0.456595,0.632976,0,0,0.542857,0,14999
0.00015,0.002973,0.48839,0.68841,0,0.2,0.596927,0.833333,27400
0.00114,0.005031,0.473842,0.62483,0.0028,0.20442,0.625581,0.378378,50800
0.000242,0.009572,0.479547,0.761518,0.010234,0.275862,0.535182,0.458333,59000
0.000045,0,0.392179,0.671187,0.440945,0.125,0.541905,1,14999
0.000094,0,0.502273,0.695833,0.007519,0.025641,0.521608,0,42200
0.000247,0.006393,0.495952,0.458913,0.001435,0.026718,0.621463,0.571429,97900
0.000018,0,0.400081,0.532178,0,0.083333,0.590625,1,30000
0.000018,0,0.515116,0.458312,0,0,0.52,0,26300
0.000015,0,0.42463,0.565008,0,0.066667,0.6075,1,14999
0.000021,0,0.513053,0.673756,0,0,0.606522,0,20800
0.000371,0.002205,0.428943,0.593675,0,0.196721,0.593116,0.75,25500
0.000397,0.001415,0.447828,0.724104,0.157003,0.236842,0.540393,0.333333,29300
0.000312,0.002763,0.384529,0.636683,0.056818,0.217822,0.558167,0.818182,38300
0.001952,0.030489,0.532788,0.758873,0.041788,0.337386,0.676867,0.342342,81200
0.001362,0.030495,0.474402,0.620939,0.149662,0.241861,0.642161,0.634615,110600
0.000261,0.005359,0.42306,0.524338,0.001355,0.165138,0.575584,0.833333,17500
0.000073,0.006551,0.429,0.579647,0,0.029412,0.580745,1,27400
0.000524,0.004583,0.484192,0.778234,0.056872,0.43956,0.556389,0.425,47700
0.000735,0.012658,0.334561,0.533307,0.112452,0.131034,0.60553,0.368421,47700
0.000143,0.002645,0.492594,0.854644,0,0.166667,0.660112,0,80800
0.000129,0.005036,0.446804,0.550746,0,0.35,0.535612,0.642857,33100
0.00005,0,0.40189,0.534589,0,0.157895,0.60283,1,14999
0.000206,0.000839,0.364396,0.480696,0,0.145454,0.630357,0.625,14999
0.000657,0.0281,0.546678,0.816895,0.002159,0.333333,0.753069,0.666667,201300
0.000131,0,0.490558,0.636723,0.191892,0.241379,0.544558,0.714286,19900
0.000212,0.008333,0.480221,0.732033,0,0.588235,0.641558,0.6,41400
0.000221,0.00187,0.405708,0.695158,0.0256,0.26,0.604421,0.538462,31800
0.000676,0.622657,0.481527,0.702854,0.002099,0.064103,0.550852,0.066667,122800
0.000054,0,0.477549,0.553561,0,0.083333,0.570079,1,21900
0.000347,0.00379,0.416531,0.548585,0.028571,0.151515,0.599421,0.733333,39900
0.000111,0,0.437727,0.72066,0.003195,0.235294,0.58,1,19400
0.005408,0.021872,0.486821,0.537306,0.054896,0.133945,0.623187,0.445205,62700
0.000018,0,0.552944,0.82433,0,0.028571,0.564583,1,54600
0.000066,0.007943,0.430535,0.71936,0,0.25,0.601681,0,46300
0.000104,0,0.440008,0.648146,0.37884,0.060606,0.561818,1,24200
0.000164,0.002722,0.423073,0.624325,0.002165,0.096774,0.593734,0.333333,32400
0.000537,0.003614,0.516908,0.64535,0.008575,0.2,0.629407,0.416667,43700
0.001227,0.064594,0.314827,0.990571,0.25,0,0.628571,0,81300
0.000304,0.003172,0.418313,0.611705,0.084014,0.214286,0.551144,0.777778,18900
0.00028,0.00059,0.363399,0.506716,0.010114,0.075343,0.540079,0.818182,14999
0.000567,0.004825,0.53399,0.811712,0,0.4,0.654848,0.388889,53800
0.000225,0.003386,0.389122,0.595786,0,0.09375,0.648678,0.666667,27900
0.000059,0,0.467585,0.782504,0,0,0.555224,0,24000
0.000419,0.005399,0.446502,0.548829,0.001691,0.022463,0.634149,0.898148,125400
0.000063,0.024845,0.488797,0.775254,0.005556,0.25,0.846988,1,223000
0.000057,0.331549,0.567775,0.484454,0,0.02381,0.474026,0,262500
0.000266,0.003745,0.423524,0.531458,0,0.245902,0.586422,0.466667,34900
0.000002,0,0.542396,0.813575,0,0,0.65,0,14999
0.000397,0.000839,0.332532,0.891544,0.000894,0.012727,0.427061,0.52381,16000
0.000337,0.004763,0.527309,0.728587,0.017857,0.592593,0.685437,0.4375,65800
0.000203,0.001423,0.369083,0.556672,0.041812,0.043478,0.500509,0,26000
